afTimesInSeconds	afPressures1	afPressures2	afPressures3	afPressures4	afPressures5	afPressures6	afPressures7	afPressures8	afAveragePressure	abActiveZones
671.248	0.000	0.000	2.000	8.000	14.000	9.000	8.000	3.000	8.124	1.000
671.364	0.000	0.000	2.000	8.000	13.000	7.000	6.000	3.000	7.157	1.000
671.487	0.000	0.000	1.000	5.000	8.000	3.000	4.000	2.000	4.142	1.000
671.613	0.000	0.000	1.000	3.000	5.000	1.000	2.000	1.000	2.315	0.000
671.727	0.000	0.000	0.000	2.000	3.000	1.000	2.000	1.000	1.594	0.000
671.847	0.000	0.000	0.000	2.000	3.000	1.000	2.000	1.000	1.594	0.000
672.028	0.000	0.000	0.000	2.000	2.000	0.000	1.000	1.000	1.019	0.000
672.147	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	1.019	0.000
672.270	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	1.019	0.000
672.385	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	1.019	0.000
672.506	0.000	0.000	0.000	1.000	2.000	0.000	1.000	0.000	0.771	0.000
672.629	0.000	0.000	0.000	2.000	2.000	1.000	1.000	0.000	1.252	0.000
672.748	0.000	0.000	0.000	2.000	2.000	1.000	1.000	0.000	1.252	0.000
672.868	0.000	0.000	0.000	2.000	2.000	1.000	1.000	0.000	1.252	0.000
672.988	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	1.019	0.000
673.107	0.000	0.000	0.000	1.000	2.000	0.000	1.000	0.000	0.771	0.000
673.228	0.000	0.000	0.000	1.000	2.000	0.000	1.000	-1.000	0.771	0.000
673.348	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
673.468	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
673.586	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
673.706	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
673.827	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
673.948	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.069	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.188	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.306	0.000	0.000	0.000	1.000	1.000	1.000	1.000	1.000	0.823	0.000
674.430	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.546	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.666	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.788	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
674.907	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
675.027	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
675.147	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
675.268	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
675.389	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
675.508	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
675.625	0.000	1.000	0.000	1.000	1.000	1.000	0.000	0.000	0.663	0.000
675.749	0.000	1.000	0.000	1.000	1.000	1.000	0.000	0.000	0.663	0.000
675.928	0.000	1.000	0.000	1.000	2.000	1.000	0.000	0.000	0.845	0.000
676.047	0.000	1.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
676.162	0.000	1.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
676.286	0.000	1.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
676.408	0.000	1.000	0.000	1.000	2.000	1.000	0.000	0.000	0.845	0.000
676.527	0.000	1.000	0.000	1.000	2.000	1.000	0.000	0.000	0.845	0.000
676.651	0.000	1.000	0.000	1.000	2.000	1.000	0.000	0.000	0.845	0.000
676.767	0.000	1.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
676.888	0.000	1.000	0.000	2.000	2.000	1.000	1.000	0.000	1.252	0.000
677.007	0.000	1.000	0.000	2.000	2.000	1.000	1.000	0.000	1.252	0.000
677.130	0.000	1.000	0.000	2.000	2.000	2.000	1.000	0.000	1.486	0.000
677.248	0.000	1.000	0.000	2.000	2.000	2.000	1.000	0.000	1.486	0.000
677.365	0.000	1.000	0.000	2.000	2.000	2.000	1.000	1.000	1.486	0.000
677.486	0.000	1.000	0.000	2.000	3.000	2.000	2.000	1.000	1.827	0.000
677.606	0.000	1.000	0.000	2.000	4.000	3.000	2.000	1.000	2.242	0.000
677.724	0.000	1.000	1.000	6.000	9.000	8.000	6.000	3.000	6.057	1.000
677.847	0.000	2.000	5.000	15.000	18.000	13.000	10.000	5.000	12.169	1.000
677.967	0.000	2.000	9.000	26.000	25.000	16.000	12.000	5.000	17.628	1.000
678.088	0.000	2.000	8.000	25.000	26.000	16.000	12.000	5.000	17.451	1.000
678.202	0.000	1.000	6.000	20.000	23.000	15.000	11.000	5.000	15.054	1.000
678.329	0.000	1.000	5.000	17.000	22.000	14.000	11.000	4.000	13.785	1.000
678.504	0.000	1.000	5.000	17.000	22.000	14.000	11.000	4.000	13.785	1.000
678.622	0.000	1.000	4.000	15.000	22.000	14.000	11.000	4.000	13.179	1.000
678.747	0.000	1.000	4.000	14.000	21.000	13.000	10.000	4.000	12.356	1.000
678.867	0.000	1.000	3.000	13.000	20.000	12.000	10.000	4.000	11.583	1.000
678.985	0.000	1.000	3.000	11.000	18.000	11.000	9.000	4.000	10.331	1.000
679.105	0.000	0.000	2.000	10.000	17.000	11.000	9.000	4.000	9.791	1.000
679.226	0.000	0.000	2.000	10.000	17.000	10.000	8.000	3.000	9.399	1.000
679.407	0.000	0.000	2.000	10.000	17.000	10.000	8.000	3.000	9.399	1.000
679.526	0.000	0.000	2.000	10.000	17.000	9.000	7.000	3.000	9.006	1.000
679.649	0.000	0.000	2.000	9.000	16.000	9.000	7.000	3.000	8.576	1.000
679.766	0.000	0.000	2.000	9.000	16.000	9.000	7.000	3.000	8.576	1.000
679.887	0.000	0.000	3.000	10.000	17.000	9.000	7.000	3.000	9.115	1.000
680.004	0.000	0.000	3.000	10.000	17.000	8.000	7.000	3.000	8.882	1.000
680.125	0.000	0.000	2.000	9.000	16.000	8.000	7.000	3.000	8.343	1.000
680.247	0.000	0.000	2.000	8.000	14.000	6.000	5.000	2.000	6.945	1.000
680.370	0.000	0.000	1.000	6.000	9.000	2.000	3.000	1.000	4.179	1.000
680.487	0.000	0.000	1.000	4.000	6.000	0.000	1.000	0.000	2.352	0.000
680.607	0.000	0.000	0.000	2.000	4.000	-1.000	0.000	0.000	0.990	0.000
680.723	0.000	0.000	0.000	2.000	3.000	-1.000	0.000	0.000	0.808	0.000
680.845	0.000	0.000	0.000	2.000	3.000	-1.000	0.000	0.000	0.808	0.000
680.966	0.000	0.000	0.000	2.000	3.000	0.000	0.000	1.000	1.041	0.000
681.082	0.000	0.000	0.000	2.000	3.000	0.000	0.000	1.000	1.041	0.000
681.206	0.000	0.000	0.000	1.000	2.000	0.000	0.000	1.000	0.611	0.000
681.326	0.000	0.000	0.000	1.000	2.000	0.000	0.000	1.000	0.611	0.000
681.446	0.000	0.000	0.000	1.000	2.000	0.000	0.000	1.000	0.611	0.000
681.566	0.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.430	0.000
681.686	0.000	0.000	0.000	1.000	1.000	0.000	1.000	1.000	0.589	0.000
681.806	0.000	0.000	0.000	1.000	1.000	0.000	1.000	1.000	0.589	0.000
681.925	0.000	0.000	0.000	0.000	1.000	0.000	1.000	1.000	0.341	0.000
682.050	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.168	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.286	0.000	1.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.401	0.000	1.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.525	0.000	1.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.645	0.000	1.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.766	0.000	1.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
682.887	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	0.823	0.000
683.007	0.000	1.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
683.124	0.000	1.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
683.246	0.000	1.000	0.000	1.000	1.000	0.000	0.000	0.000	0.430	0.000
683.364	0.000	1.000	0.000	1.000	2.000	0.000	1.000	0.000	0.771	0.000
683.486	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
683.607	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
683.726	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
683.842	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
683.963	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.087	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.205	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.328	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.447	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.565	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.686	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.806	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
684.928	0.000	1.000	0.000	1.000	2.000	0.000	0.000	0.000	0.611	0.000
685.047	0.000	1.000	0.000	1.000	2.000	1.000	0.000	0.000	0.845	0.000
685.165	0.000	1.000	0.000	1.000	2.000	1.000	0.000	1.000	0.845	0.000
685.286	0.000	1.000	0.000	1.000	2.000	1.000	1.000	1.000	1.004	0.000
685.405	0.000	1.000	0.000	1.000	2.000	1.000	1.000	1.000	1.004	0.000
685.524	0.000	1.000	0.000	1.000	2.000	1.000	1.000	1.000	1.004	0.000
685.647	0.000	1.000	0.000	1.000	2.000	1.000	1.000	1.000	1.004	0.000
685.766	0.000	1.000	0.000	1.000	2.000	1.000	1.000	1.000	1.004	0.000
685.886	0.000	1.000	0.000	1.000	2.000	1.000	1.000	1.000	1.004	0.000
686.004	0.000	1.000	0.000	2.000	3.000	2.000	1.000	1.000	1.667	0.000
686.127	0.000	1.000	1.000	4.000	6.000	5.000	3.000	2.000	3.837	1.000
686.244	0.000	1.000	2.000	9.000	13.000	10.000	6.000	3.000	8.104	1.000
686.363	0.000	2.000	5.000	14.000	18.000	13.000	9.000	4.000	11.761	1.000
686.486	0.000	2.000	7.000	19.000	22.000	14.000	10.000	4.000	14.341	1.000
686.606	0.000	2.000	8.000	23.000	25.000	15.000	11.000	5.000	16.381	1.000
686.726	0.000	2.000	8.000	24.000	26.000	15.000	11.000	4.000	16.810	1.000
686.847	0.000	2.000	8.000	23.000	26.000	15.000	11.000	4.000	16.562	1.000
686.965	0.000	1.000	5.000	18.000	23.000	14.000	10.000	4.000	14.055	1.000
687.086	0.000	1.000	4.000	16.000	22.000	13.000	10.000	4.000	13.034	1.000
687.206	0.000	1.000	4.000	15.000	22.000	13.000	9.000	4.000	12.626	1.000
687.324	0.000	1.000	4.000	14.000	21.000	12.000	9.000	4.000	11.963	1.000
687.445	0.000	1.000	4.000	14.000	21.000	12.000	9.000	4.000	11.963	1.000
687.564	0.000	1.000	3.000	12.000	20.000	11.000	8.000	4.000	10.783	1.000
687.687	0.000	1.000	3.000	11.000	19.000	11.000	8.000	4.000	10.353	1.000
687.805	0.000	1.000	3.000	11.000	19.000	11.000	8.000	4.000	10.353	1.000
687.927	0.000	1.000	3.000	10.000	18.000	10.000	8.000	3.000	9.690	1.000
688.044	0.000	1.000	3.000	10.000	18.000	10.000	8.000	3.000	9.690	1.000
688.165	0.000	0.000	3.000	10.000	18.000	10.000	7.000	3.000	9.530	1.000
688.285	0.000	1.000	3.000	10.000	18.000	9.000	7.000	3.000	9.297	1.000
688.409	0.000	1.000	3.000	10.000	18.000	9.000	7.000	3.000	9.297	1.000
688.524	0.000	0.000	3.000	10.000	17.000	9.000	7.000	3.000	9.115	1.000
688.645	0.000	0.000	3.000	10.000	17.000	9.000	7.000	3.000	9.115	1.000
688.766	0.000	0.000	2.000	7.000	12.000	4.000	3.000	2.000	5.548	1.000
688.882	0.000	0.000	1.000	4.000	8.000	1.000	2.000	1.000	3.108	1.000
689.007	0.000	0.000	1.000	4.000	6.000	1.000	1.000	1.000	2.585	1.000
689.128	0.000	0.000	0.000	3.000	5.000	0.000	1.000	1.000	1.812	0.000
689.247	0.000	0.000	0.000	2.000	3.000	0.000	0.000	1.000	1.041	0.000
689.368	0.000	0.000	0.000	1.000	2.000	-1.000	0.000	1.000	0.378	0.000
689.485	0.000	0.000	0.000	1.000	2.000	-1.000	0.000	1.000	0.378	0.000
689.608	0.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.430	0.000
689.727	0.000	0.000	0.000	1.000	1.000	0.000	0.000	1.000	0.430	0.000
689.847	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.182	0.000
689.966	0.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.182	0.000
690.085	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.182	0.000
690.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
690.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
690.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
690.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
690.687	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
690.809	0.000	-2.000	-1.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
691.029	0.000	-2.000	-1.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
691.142	0.000	-2.000	-1.000	-3.000	-2.000	1.000	1.000	1.000	-0.411	0.000
691.261	0.000	-2.000	-1.000	-3.000	-2.000	1.000	1.000	1.000	-0.411	0.000
691.387	0.000	-2.000	-1.000	-3.000	-2.000	1.000	1.000	1.000	-0.411	0.000
691.507	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
691.688	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
691.807	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
691.927	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.049	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.166	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.287	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.405	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.524	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.645	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
692.763	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
692.883	0.000	-2.000	-1.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.003	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.184	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
693.307	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.426	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.545	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.664	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.786	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
693.903	0.000	-2.000	0.000	-3.000	-2.000	2.000	2.000	0.000	-0.081	0.000
694.025	0.000	-2.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
694.209	0.000	-1.000	0.000	-3.000	-2.000	2.000	1.000	0.000	-0.282	0.000
694.329	0.000	-1.000	0.000	-3.000	-2.000	3.000	1.000	0.000	-0.035	0.000
694.448	0.000	-1.000	1.000	2.000	4.000	8.000	5.000	3.000	4.468	1.000
694.560	0.000	0.000	5.000	16.000	16.000	15.000	10.000	5.000	12.484	1.000
694.686	0.000	0.000	8.000	24.000	23.000	18.000	12.000	5.000	16.534	1.000
694.805	0.000	0.000	7.000	24.000	25.000	19.000	13.000	5.000	17.337	1.000
694.924	0.000	-1.000	5.000	19.000	23.000	18.000	13.000	5.000	15.695	1.000
695.042	0.000	-1.000	4.000	17.000	22.000	17.000	12.000	5.000	14.653	1.000
695.165	0.000	-1.000	2.000	13.000	19.000	16.000	11.000	4.000	12.722	1.000
695.286	0.000	-1.000	2.000	11.000	17.000	15.000	11.000	4.000	11.704	1.000
695.406	0.000	-1.000	1.000	9.000	16.000	14.000	10.000	4.000	10.662	1.000
695.526	0.000	-2.000	1.000	7.000	14.000	13.000	10.000	4.000	9.644	1.000
695.643	0.000	-1.000	1.000	7.000	14.000	13.000	10.000	4.000	9.644	1.000
695.762	0.000	-1.000	2.000	9.000	16.000	14.000	10.000	4.000	10.662	1.000
695.884	0.000	-1.000	2.000	10.000	16.000	14.000	10.000	4.000	10.870	1.000
696.005	0.000	-1.000	2.000	9.000	16.000	13.000	10.000	3.000	10.295	1.000
696.124	0.000	-1.000	1.000	9.000	15.000	13.000	9.000	3.000	9.917	1.000
696.250	0.000	-1.000	1.000	8.000	14.000	13.000	9.000	3.000	9.531	1.000
696.362	0.000	-2.000	1.000	7.000	14.000	13.000	9.000	3.000	9.323	1.000
696.484	0.000	-2.000	0.000	6.000	13.000	12.000	9.000	3.000	8.691	1.000
696.606	0.000	-2.000	0.000	6.000	12.000	11.000	8.000	3.000	8.065	1.000
696.726	0.000	-2.000	1.000	6.000	12.000	11.000	8.000	3.000	8.065	1.000
696.843	0.000	-2.000	1.000	6.000	12.000	11.000	8.000	3.000	8.065	1.000
696.966	0.000	-2.000	0.000	5.000	11.000	9.000	7.000	2.000	6.864	1.000
697.085	0.000	-2.000	0.000	4.000	8.000	7.000	5.000	1.000	5.108	1.000
697.204	0.000	-2.000	0.000	2.000	4.000	4.000	3.000	0.000	2.719	1.000
697.325	0.000	-2.000	-1.000	0.000	1.000	2.000	2.000	-1.000	0.956	0.000
697.444	0.000	-2.000	-1.000	-1.000	0.000	2.000	1.000	-1.000	0.369	0.000
697.566	0.000	-2.000	-1.000	-1.000	-1.000	1.000	1.000	-1.000	-0.055	0.000
697.683	0.000	-2.000	-1.000	-2.000	-2.000	1.000	0.000	-1.000	-0.642	0.000
697.804	0.000	-2.000	-2.000	-2.000	-2.000	1.000	0.000	-1.000	-0.642	0.000
697.986	0.000	-2.000	-2.000	-3.000	-3.000	1.000	0.000	-1.000	-1.027	0.000
698.103	0.000	-2.000	-2.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
698.226	0.000	-2.000	-1.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
698.407	0.000	-2.000	-1.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
698.531	0.000	-2.000	-1.000	-5.000	-4.000	0.000	0.000	-1.000	-1.868	0.000
698.645	0.000	-2.000	-1.000	-5.000	-4.000	0.000	0.000	-1.000	-1.868	0.000
698.760	0.000	-2.000	-1.000	-5.000	-4.000	0.000	0.000	-1.000	-1.868	0.000
698.884	0.000	-2.000	-1.000	-5.000	-4.000	0.000	0.000	-1.000	-1.868	0.000
699.007	0.000	-2.000	-1.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
699.125	0.000	-2.000	-1.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
699.243	0.000	-2.000	-1.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
699.362	0.000	-2.000	-1.000	-4.000	-4.000	0.000	0.000	-1.000	-1.660	0.000
699.484	0.000	-1.000	0.000	-4.000	-3.000	1.000	0.000	0.000	-1.116	0.000
699.603	0.000	-1.000	0.000	-4.000	-3.000	1.000	0.000	0.000	-1.116	0.000
699.723	0.000	-1.000	0.000	-4.000	-3.000	1.000	0.000	0.000	-1.116	0.000
699.845	0.000	-1.000	0.000	-4.000	-3.000	1.000	0.000	0.000	-1.116	0.000
700.142	0.000	-1.000	0.000	-3.000	-3.000	1.000	0.000	0.000	-0.908	0.000
700.263	0.000	-1.000	0.000	-3.000	-3.000	1.000	0.000	0.000	-0.908	0.000
700.383	0.000	-1.000	0.000	-3.000	-3.000	1.000	0.000	1.000	-0.789	0.000
700.506	0.000	-1.000	0.000	-3.000	-3.000	1.000	0.000	1.000	-0.789	0.000
700.622	0.000	-1.000	0.000	-3.000	-3.000	1.000	0.000	1.000	-0.789	0.000
700.743	0.000	-1.000	0.000	-4.000	-3.000	1.000	1.000	1.000	-0.796	0.000
700.864	0.000	-1.000	0.000	-4.000	-3.000	1.000	1.000	1.000	-0.796	0.000
700.985	0.000	-1.000	-1.000	-4.000	-3.000	1.000	1.000	1.000	-0.796	0.000
701.100	0.000	-1.000	0.000	-4.000	-3.000	1.000	1.000	1.000	-0.796	0.000
701.225	0.000	-1.000	0.000	-4.000	-3.000	1.000	1.000	1.000	-0.796	0.000
701.344	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
701.463	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
701.585	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
701.701	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
701.824	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
701.941	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
702.065	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
702.186	0.000	-1.000	0.000	-3.000	-3.000	1.000	1.000	1.000	-0.588	0.000
702.303	0.000	-1.000	0.000	-3.000	-2.000	1.000	1.000	1.000	-0.411	0.000
702.424	0.000	-1.000	0.000	-3.000	-2.000	1.000	0.000	1.000	-0.612	0.000
702.546	0.000	-1.000	0.000	-3.000	-2.000	1.000	0.000	1.000	-0.612	0.000
702.667	0.000	-1.000	0.000	-3.000	-2.000	1.000	1.000	1.000	-0.411	0.000
702.780	0.000	-1.000	0.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
702.906	0.000	-1.000	0.000	-3.000	-2.000	2.000	1.000	1.000	-0.163	0.000
703.023	0.000	-1.000	0.000	-1.000	2.000	7.000	4.000	3.000	3.041	1.000
703.141	0.000	0.000	3.000	10.000	13.000	14.000	10.000	5.000	10.457	1.000
703.262	0.000	0.000	5.000	17.000	20.000	17.000	12.000	5.000	14.298	1.000
703.386	0.000	0.000	5.000	17.000	21.000	17.000	12.000	5.000	14.476	1.000
703.505	0.000	-1.000	3.000	13.000	19.000	17.000	12.000	5.000	13.289	1.000
703.623	0.000	-1.000	3.000	12.000	18.000	17.000	12.000	5.000	12.904	1.000
703.747	0.000	-1.000	3.000	12.000	18.000	16.000	11.000	5.000	12.455	1.000
703.866	0.000	-1.000	2.000	11.000	17.000	15.000	11.000	4.000	11.704	1.000
703.983	0.000	-1.000	2.000	11.000	17.000	15.000	11.000	4.000	11.704	1.000
704.107	0.000	-1.000	2.000	10.000	16.000	14.000	10.000	4.000	10.870	1.000
704.224	0.000	-1.000	1.000	8.000	15.000	14.000	10.000	4.000	10.276	1.000
704.339	0.000	-1.000	1.000	7.000	14.000	13.000	10.000	4.000	9.644	1.000
704.470	0.000	-1.000	1.000	7.000	13.000	13.000	9.000	4.000	9.265	1.000
704.589	0.000	-1.000	1.000	7.000	13.000	13.000	10.000	4.000	9.466	1.000
704.704	0.000	-1.000	1.000	6.000	13.000	12.000	9.000	3.000	8.691	1.000
704.824	0.000	-1.000	1.000	6.000	12.000	11.000	8.000	3.000	8.065	1.000
704.945	0.000	-1.000	1.000	5.000	11.000	10.000	8.000	3.000	7.432	1.000
705.065	0.000	-1.000	1.000	5.000	10.000	9.000	7.000	3.000	6.806	1.000
705.185	0.000	-1.000	1.000	5.000	10.000	9.000	7.000	3.000	6.806	1.000
705.301	0.000	-1.000	1.000	5.000	10.000	9.000	7.000	3.000	6.806	1.000
705.423	0.000	-1.000	1.000	5.000	10.000	9.000	8.000	3.000	7.007	1.000
705.547	0.000	-1.000	1.000	5.000	10.000	10.000	8.000	3.000	7.255	1.000
705.664	0.000	-1.000	1.000	5.000	10.000	9.000	8.000	3.000	7.007	1.000
705.784	0.000	-2.000	1.000	4.000	9.000	8.000	7.000	3.000	6.173	1.000
705.903	0.000	-2.000	0.000	3.000	7.000	6.000	5.000	2.000	4.594	1.000
706.025	0.000	-2.000	0.000	1.000	4.000	4.000	4.000	2.000	2.950	1.000
706.148	0.000	-1.000	0.000	1.000	3.000	3.000	3.000	2.000	2.324	0.000
706.264	0.000	-1.000	-1.000	0.000	2.000	2.000	3.000	1.000	1.572	0.000
706.383	0.000	-1.000	-1.000	0.000	1.000	2.000	2.000	1.000	1.194	0.000
706.504	0.000	-1.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.016	0.000
706.682	0.000	-1.000	-1.000	-1.000	0.000	1.000	2.000	0.000	0.442	0.000
706.805	0.000	-1.000	-1.000	-1.000	0.000	1.000	2.000	1.000	0.561	0.000
706.925	0.000	-1.000	0.000	0.000	0.000	2.000	2.000	1.000	1.016	0.000
707.046	0.000	-1.000	0.000	0.000	0.000	2.000	2.000	1.000	1.016	0.000
707.165	0.000	0.000	0.000	0.000	0.000	2.000	2.000	1.000	1.016	0.000
707.286	0.000	0.000	0.000	0.000	0.000	2.000	2.000	1.000	1.016	0.000
707.403	0.000	0.000	0.000	0.000	-1.000	2.000	2.000	1.000	0.839	0.000
707.527	0.000	0.000	0.000	0.000	-1.000	2.000	2.000	1.000	0.839	0.000
707.643	0.000	0.000	0.000	-1.000	-1.000	2.000	2.000	2.000	0.750	0.000
707.825	0.000	1.000	0.000	-1.000	-1.000	2.000	2.000	2.000	0.750	0.000
707.943	0.000	1.000	1.000	0.000	0.000	2.000	2.000	2.000	1.135	0.000
708.124	0.000	1.000	1.000	0.000	0.000	2.000	2.000	2.000	1.135	0.000
708.243	0.000	1.000	0.000	0.000	-1.000	2.000	2.000	2.000	0.958	0.000
708.369	0.000	1.000	0.000	0.000	-1.000	2.000	1.000	2.000	0.757	0.000
708.484	0.000	1.000	0.000	-1.000	-1.000	1.000	1.000	2.000	0.301	0.000
708.602	0.000	1.000	0.000	-1.000	-1.000	1.000	1.000	2.000	0.301	0.000
708.727	0.000	1.000	0.000	-1.000	-1.000	1.000	1.000	2.000	0.301	0.000
708.845	0.000	1.000	0.000	-1.000	-1.000	1.000	1.000	2.000	0.301	0.000
