afTimesInSeconds	afPressures1	afPressures2	afPressures3	afPressures4	afPressures5	afPressures6	afPressures7	afPressures8	afAveragePressure	abActiveZones
2221.589	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	-1.000	-0.489	0.000
2221.710	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000
2221.828	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	0.000	-0.211	0.000
2221.949	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	-1.000	-0.489	0.000
2222.069	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.190	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.308	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.429	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.549	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.670	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.789	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2222.911	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2223.212	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2223.328	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2223.450	0.000	0.000	0.000	1.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2223.569	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	-1.000	-0.489	0.000
2223.686	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	-1.000	-0.489	0.000
2223.810	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	0.000	-0.211	0.000
2223.929	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	0.000	-0.211	0.000
2224.048	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000
2224.171	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.000	0.221	0.000
2224.289	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.000	0.221	0.000
2224.409	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2224.528	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	0.000	-0.211	0.000
2224.649	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	0.000	-0.211	0.000
2224.767	0.000	0.000	0.000	1.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2224.893	0.000	1.000	1.000	1.000	0.000	0.000	-1.000	0.000	0.285	0.000
2225.010	0.000	2.000	2.000	1.000	0.000	0.000	0.000	0.000	0.991	0.000
2225.128	0.000	5.000	6.000	2.000	0.000	1.000	1.000	1.000	3.188	1.000
2225.251	0.000	10.000	9.000	4.000	1.000	1.000	3.000	3.000	6.202	1.000
2225.371	0.000	14.000	11.000	4.000	2.000	1.000	4.000	4.000	8.231	1.000
2225.490	0.000	17.000	11.000	5.000	2.000	1.000	5.000	4.000	9.265	1.000
2225.610	0.000	16.000	11.000	4.000	2.000	1.000	4.000	3.000	8.501	1.000
2225.729	0.000	16.000	11.000	4.000	2.000	1.000	4.000	3.000	8.501	1.000
2225.848	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2225.978	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2226.091	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2226.209	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2226.327	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2226.449	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2226.568	0.000	17.000	11.000	4.000	2.000	1.000	4.000	3.000	8.775	1.000
2226.690	0.000	16.000	10.000	4.000	2.000	1.000	3.000	3.000	8.069	1.000
2226.811	0.000	16.000	11.000	4.000	2.000	1.000	3.000	2.000	8.011	1.000
2226.925	0.000	16.000	11.000	4.000	2.000	2.000	4.000	2.000	8.222	1.000
2227.049	0.000	16.000	11.000	4.000	2.000	2.000	4.000	3.000	8.501	1.000
2227.169	0.000	16.000	11.000	4.000	2.000	2.000	3.000	3.000	8.290	1.000
2227.288	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2227.408	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2227.529	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2227.647	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2227.769	0.000	14.000	10.000	3.000	2.000	1.000	3.000	2.000	7.242	1.000
2227.890	0.000	11.000	8.000	2.000	1.000	0.000	1.000	0.000	4.998	1.000
2228.009	0.000	8.000	6.000	2.000	0.000	0.000	1.000	0.000	3.732	1.000
2228.128	0.000	3.000	3.000	1.000	0.000	0.000	0.000	-1.000	1.208	0.000
2228.247	0.000	2.000	2.000	0.000	0.000	0.000	0.000	-1.000	0.712	0.000
2228.368	0.000	1.000	2.000	0.000	0.000	0.000	-1.000	-1.000	0.227	0.000
2228.486	0.000	1.000	1.000	0.000	0.000	0.000	-1.000	-1.000	0.006	0.000
2228.610	0.000	1.000	1.000	0.000	0.000	0.000	0.000	-1.000	0.217	0.000
2228.729	0.000	1.000	1.000	0.000	0.000	0.000	0.000	-1.000	0.217	0.000
2228.849	0.000	0.000	1.000	0.000	0.000	0.000	-1.000	-1.000	-0.268	0.000
2228.966	0.000	0.000	1.000	0.000	0.000	0.000	-1.000	-1.000	-0.268	0.000
2229.087	0.000	0.000	1.000	0.000	0.000	0.000	-1.000	0.000	0.010	0.000
2229.209	0.000	0.000	1.000	1.000	0.000	0.000	-1.000	0.000	0.010	0.000
2229.327	0.000	0.000	1.000	1.000	0.000	1.000	-1.000	0.000	0.010	0.000
2229.449	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2229.570	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2229.688	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2229.808	0.000	0.000	1.000	1.000	0.000	1.000	-1.000	0.000	0.010	0.000
2229.928	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.049	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.168	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.283	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.408	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.528	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.647	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	-0.211	0.000
2230.768	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2230.886	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2231.011	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2231.128	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2231.250	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2231.370	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2231.487	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2231.670	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2231.789	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2231.911	0.000	0.000	0.000	0.000	-1.000	0.000	-1.000	-1.000	-0.489	0.000
2232.030	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2232.209	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	-1.000	-0.489	0.000
2232.331	0.000	0.000	0.000	1.000	0.000	1.000	-1.000	-1.000	-0.489	0.000
2232.446	0.000	0.000	1.000	1.000	0.000	1.000	-1.000	-1.000	-0.268	0.000
2232.568	0.000	0.000	1.000	1.000	0.000	1.000	-1.000	-1.000	-0.268	0.000
2232.690	0.000	0.000	1.000	1.000	0.000	1.000	0.000	-1.000	-0.058	0.000
2232.809	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2232.927	0.000	0.000	1.000	1.000	0.000	1.000	0.000	-1.000	-0.058	0.000
2233.049	0.000	0.000	1.000	1.000	1.000	1.000	0.000	-1.000	-0.058	0.000
2233.166	0.000	0.000	1.000	1.000	0.000	1.000	0.000	-1.000	-0.058	0.000
2233.287	0.000	0.000	1.000	1.000	0.000	1.000	-1.000	-1.000	-0.268	0.000
2233.404	0.000	0.000	1.000	1.000	0.000	1.000	-1.000	-1.000	-0.268	0.000
2233.527	0.000	0.000	0.000	1.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2233.653	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	-1.000	-0.489	0.000
2233.768	0.000	1.000	1.000	1.000	0.000	0.000	-1.000	-1.000	0.006	0.000
2233.889	0.000	2.000	3.000	1.000	0.000	0.000	0.000	-1.000	0.933	0.000
2234.008	0.000	5.000	5.000	2.000	0.000	1.000	1.000	0.000	2.688	1.000
2234.128	0.000	9.000	8.000	3.000	1.000	1.000	2.000	2.000	5.217	1.000
2234.248	0.000	13.000	10.000	4.000	1.000	1.000	3.000	3.000	7.246	1.000
2234.372	0.000	15.000	10.000	4.000	2.000	1.000	4.000	3.000	8.005	1.000
2234.488	0.000	16.000	10.000	4.000	1.000	1.000	4.000	3.000	8.280	1.000
2234.608	0.000	15.000	10.000	4.000	1.000	1.000	3.000	2.000	7.516	1.000
2234.729	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2234.848	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2234.968	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2235.089	0.000	15.000	10.000	4.000	2.000	1.000	3.000	2.000	7.516	1.000
2235.211	0.000	16.000	10.000	4.000	2.000	1.000	3.000	2.000	7.790	1.000
2235.328	0.000	16.000	10.000	4.000	2.000	1.000	3.000	2.000	7.790	1.000
2235.449	0.000	16.000	10.000	4.000	2.000	1.000	3.000	2.000	7.790	1.000
2235.570	0.000	16.000	10.000	4.000	2.000	2.000	3.000	2.000	7.790	1.000
2235.688	0.000	16.000	11.000	4.000	2.000	2.000	4.000	2.000	8.222	1.000
2235.808	0.000	16.000	11.000	4.000	2.000	2.000	4.000	2.000	8.222	1.000
2235.930	0.000	16.000	11.000	4.000	2.000	2.000	3.000	2.000	8.011	1.000
2236.047	0.000	16.000	11.000	4.000	2.000	2.000	3.000	2.000	8.011	1.000
2236.169	0.000	16.000	11.000	4.000	2.000	2.000	3.000	2.000	8.011	1.000
2236.288	0.000	15.000	11.000	4.000	2.000	2.000	3.000	2.000	7.737	1.000
2236.410	0.000	15.000	11.000	4.000	2.000	2.000	3.000	2.000	7.737	1.000
2236.529	0.000	14.000	10.000	4.000	2.000	2.000	3.000	1.000	6.963	1.000
2236.648	0.000	13.000	8.000	2.000	1.000	1.000	2.000	0.000	5.757	1.000
2236.766	0.000	7.000	7.000	2.000	1.000	1.000	1.000	0.000	3.679	1.000
2236.891	0.000	6.000	5.000	1.000	0.000	0.000	1.000	-1.000	2.684	1.000
2237.011	0.000	5.000	4.000	1.000	0.000	0.000	0.000	-1.000	1.978	0.000
2237.130	0.000	4.000	4.000	1.000	0.000	0.000	0.000	-1.000	1.703	0.000
2237.247	0.000	3.000	3.000	1.000	0.000	0.000	0.000	-1.000	1.208	0.000
2237.370	0.000	2.000	2.000	0.000	0.000	0.000	0.000	-1.000	0.712	0.000
2237.488	0.000	1.000	1.000	0.000	0.000	0.000	0.000	-1.000	0.217	0.000
2237.608	0.000	1.000	1.000	0.000	0.000	0.000	0.000	-1.000	0.217	0.000
2237.728	0.000	0.000	1.000	0.000	0.000	0.000	0.000	-1.000	-0.058	0.000
2237.849	0.000	0.000	1.000	0.000	0.000	0.000	0.000	-1.000	-0.058	0.000
2237.968	0.000	0.000	1.000	0.000	0.000	0.000	0.000	-1.000	-0.058	0.000
2238.087	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.221	0.000
2238.210	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.221	0.000
2238.332	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2238.448	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2238.633	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2238.748	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	0.221	0.000
2238.863	0.000	-1.000	-1.000	0.000	0.000	1.000	0.000	2.000	-0.310	0.000
2239.053	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	2.000	-0.310	0.000
2239.176	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2239.293	0.000	-1.000	-1.000	0.000	-1.000	0.000	-1.000	1.000	-0.555	0.000
2239.476	0.000	-1.000	-1.000	0.000	-1.000	0.000	-1.000	1.000	-0.555	0.000
2239.596	0.000	-1.000	0.000	0.000	-1.000	0.000	-1.000	1.000	-0.245	0.000
2239.720	0.000	-1.000	0.000	0.000	-1.000	0.000	-1.000	1.000	-0.245	0.000
2239.961	0.000	-1.000	0.000	0.000	-1.000	0.000	-1.000	1.000	-0.245	0.000
2240.075	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2240.200	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
2240.378	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	2.000	0.000	0.000
2240.497	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	2.000	0.245	0.000
2240.621	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	2.000	0.000	0.000
2240.733	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
2240.921	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
2241.036	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2241.152	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2241.343	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2241.455	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2241.579	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2241.700	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
2241.816	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000
2241.939	0.000	-1.000	0.000	1.000	0.000	1.000	0.000	2.000	0.405	0.000
2242.054	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	2.000	0.650	0.000
2242.182	0.000	-1.000	1.000	2.000	1.000	1.000	0.000	2.000	1.365	0.000
2242.294	0.000	-1.000	3.000	5.000	3.000	1.000	0.000	2.000	3.689	1.000
2242.418	0.000	-1.000	7.000	10.000	6.000	2.000	1.000	2.000	7.687	1.000
2242.536	0.000	1.000	16.000	16.000	10.000	4.000	1.000	2.000	13.883	1.000
2242.656	0.000	2.000	23.000	20.000	12.000	4.000	2.000	2.000	18.160	1.000
2242.774	0.000	1.000	22.000	22.000	12.000	4.000	2.000	1.000	18.660	1.000
2242.902	0.000	0.000	19.000	21.000	11.000	4.000	2.000	1.000	17.081	1.000
2243.019	0.000	0.000	17.000	20.000	11.000	4.000	2.000	1.000	16.057	1.000
2243.138	0.000	1.000	18.000	20.000	11.000	4.000	2.000	1.000	16.367	1.000
2243.257	0.000	0.000	18.000	21.000	11.000	4.000	2.000	1.000	16.772	1.000
2243.375	0.000	-1.000	17.000	21.000	11.000	4.000	2.000	1.000	16.462	1.000
2243.496	0.000	-1.000	15.000	20.000	10.000	4.000	2.000	2.000	15.193	1.000
2243.619	0.000	-1.000	14.000	20.000	11.000	4.000	2.000	2.000	15.129	1.000
2243.740	0.000	0.000	14.000	20.000	10.000	4.000	2.000	2.000	14.883	1.000
2243.857	0.000	0.000	14.000	20.000	10.000	4.000	2.000	2.000	14.883	1.000
2243.977	0.000	0.000	15.000	20.000	10.000	4.000	2.000	1.000	15.193	1.000
2244.095	0.000	0.000	14.000	20.000	10.000	4.000	2.000	1.000	14.883	1.000
2244.217	0.000	0.000	14.000	20.000	10.000	4.000	2.000	1.000	14.883	1.000
2244.337	0.000	0.000	15.000	20.000	10.000	4.000	2.000	1.000	15.193	1.000
2244.459	0.000	0.000	15.000	20.000	10.000	4.000	2.000	1.000	15.193	1.000
2244.577	0.000	-1.000	14.000	20.000	10.000	3.000	2.000	1.000	14.883	1.000
2244.696	0.000	-1.000	14.000	19.000	9.000	3.000	1.000	1.000	14.233	1.000
2244.816	0.000	-1.000	14.000	19.000	9.000	3.000	1.000	1.000	14.233	1.000
2244.937	0.000	-1.000	13.000	19.000	9.000	3.000	1.000	1.000	13.924	1.000
2245.058	0.000	-1.000	12.000	18.000	8.000	2.000	1.000	1.000	12.964	1.000
2245.177	0.000	-1.000	6.000	12.000	4.000	1.000	0.000	0.000	7.697	1.000
2245.296	0.000	-1.000	2.000	5.000	1.000	0.000	0.000	0.000	2.889	1.000
2245.418	0.000	-1.000	0.000	3.000	0.000	0.000	-1.000	0.000	1.215	0.000
2245.537	0.000	-1.000	0.000	2.000	0.000	0.000	-1.000	0.000	0.810	0.000
2245.663	0.000	-1.000	0.000	1.000	0.000	0.000	-1.000	0.000	0.405	0.000
2245.836	0.000	-1.000	0.000	1.000	0.000	0.000	0.000	1.000	0.405	0.000
2245.959	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2246.076	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2246.196	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2246.316	0.000	-1.000	-1.000	0.000	-1.000	0.000	0.000	1.000	-0.555	0.000
2246.436	0.000	-1.000	-1.000	-1.000	-1.000	0.000	0.000	1.000	-0.960	0.000
2246.558	0.000	-1.000	-1.000	0.000	-1.000	0.000	0.000	1.000	-0.555	0.000
2246.737	0.000	-1.000	-1.000	0.000	0.000	1.000	0.000	2.000	-0.310	0.000
2246.858	0.000	-1.000	0.000	2.000	4.000	4.000	4.000	5.000	1.790	0.000
2246.978	0.000	-1.000	0.000	3.000	4.000	4.000	4.000	5.000	2.195	0.000
2247.096	0.000	-1.000	1.000	2.000	2.000	2.000	2.000	3.000	1.610	0.000
2247.218	0.000	-1.000	0.000	2.000	2.000	2.000	2.000	3.000	1.300	0.000
2247.340	0.000	-1.000	0.000	1.000	1.000	1.000	1.000	2.000	0.650	0.000
2247.456	0.000	-1.000	0.000	1.000	1.000	1.000	1.000	2.000	0.650	0.000
2247.576	0.000	-1.000	0.000	0.000	1.000	1.000	1.000	2.000	0.245	0.000
2247.695	0.000	-1.000	-1.000	0.000	1.000	2.000	2.000	3.000	-0.064	0.000
2247.820	0.000	-1.000	-2.000	-1.000	2.000	3.000	3.000	4.000	-0.534	0.000
2247.940	0.000	-1.000	-2.000	-1.000	2.000	3.000	3.000	4.000	-0.534	0.000
2248.056	0.000	-1.000	-2.000	-1.000	2.000	3.000	3.000	4.000	-0.534	0.000
2248.175	0.000	-1.000	-2.000	-1.000	1.000	2.000	2.000	3.000	-0.779	0.000
2248.296	0.000	-1.000	-1.000	-1.000	1.000	1.000	2.000	3.000	-0.469	0.000
2248.417	0.000	-1.000	-1.000	-1.000	0.000	1.000	1.000	2.000	-0.714	0.000
2248.533	0.000	-1.000	-1.000	-1.000	0.000	1.000	1.000	2.000	-0.714	0.000
2248.657	0.000	-1.000	-1.000	-1.000	0.000	0.000	1.000	2.000	-0.714	0.000
2248.777	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	1.000	-0.714	0.000
2248.897	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	1.000	-0.714	0.000
2249.017	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	1.000	-0.714	0.000
2249.139	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	1.000	-0.960	0.000
2249.258	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	1.000	-0.960	0.000
2249.381	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	1.000	-0.960	0.000
2249.499	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	1.000	-0.714	0.000
2249.618	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	2.000	-0.714	0.000
2249.732	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	2.000	-0.714	0.000
2249.858	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	2.000	-0.714	0.000
2249.979	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	2.000	-0.714	0.000
2250.096	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	2.000	-0.714	0.000
2250.218	0.000	-1.000	-1.000	-1.000	0.000	0.000	0.000	1.000	-0.714	0.000
2250.338	0.000	-1.000	-1.000	-2.000	-1.000	0.000	0.000	1.000	-1.365	0.000
2250.456	0.000	-1.000	-1.000	-1.000	-1.000	0.000	0.000	1.000	-0.960	0.000
2250.583	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	1.000	-0.960	0.000
2250.699	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	0.000	1.000	-0.960	0.000
2250.816	0.000	-1.000	0.000	-1.000	-1.000	-1.000	0.000	1.000	-0.650	0.000
2250.941	0.000	-1.000	0.000	-1.000	-1.000	-1.000	-1.000	1.000	-0.650	0.000
2251.058	0.000	-1.000	1.000	1.000	1.000	0.000	0.000	1.000	0.960	0.000
2251.176	0.000	-1.000	7.000	8.000	6.000	2.000	1.000	2.000	6.877	1.000
2251.300	0.000	0.000	16.000	15.000	10.000	4.000	1.000	2.000	13.478	1.000
2251.417	0.000	2.000	22.000	20.000	12.000	4.000	2.000	1.000	17.850	1.000
2251.534	0.000	1.000	23.000	22.000	13.000	4.000	2.000	1.000	19.214	1.000
2251.659	0.000	0.000	19.000	21.000	12.000	4.000	2.000	1.000	17.326	1.000
2251.776	0.000	0.000	18.000	20.000	12.000	4.000	2.000	1.000	16.612	1.000
2251.896	0.000	1.000	19.000	21.000	12.000	4.000	2.000	1.000	17.326	1.000
2252.016	0.000	0.000	18.000	21.000	12.000	4.000	2.000	1.000	17.017	1.000
2252.135	0.000	-1.000	17.000	21.000	12.000	4.000	2.000	1.000	16.707	1.000
2252.256	0.000	-1.000	16.000	20.000	11.000	4.000	2.000	1.000	15.748	1.000
2252.378	0.000	0.000	16.000	20.000	11.000	4.000	2.000	1.000	15.748	1.000
2252.497	0.000	0.000	17.000	21.000	11.000	4.000	2.000	1.000	16.462	1.000
2252.619	0.000	0.000	18.000	21.000	11.000	4.000	2.000	1.000	16.772	1.000
2252.740	0.000	0.000	18.000	22.000	12.000	4.000	2.000	1.000	17.422	1.000
2252.852	0.000	-1.000	17.000	21.000	12.000	4.000	2.000	1.000	16.707	1.000
2252.979	0.000	-1.000	16.000	21.000	11.000	3.000	2.000	1.000	16.153	1.000
2253.098	0.000	-1.000	16.000	21.000	11.000	3.000	1.000	1.000	16.153	1.000
2253.219	0.000	-1.000	15.000	21.000	11.000	3.000	1.000	1.000	15.843	1.000
2253.338	0.000	-1.000	15.000	21.000	11.000	3.000	1.000	1.000	15.843	1.000
2253.460	0.000	0.000	15.000	21.000	11.000	3.000	1.000	1.000	15.843	1.000
2253.577	0.000	-1.000	14.000	20.000	11.000	3.000	1.000	1.000	15.129	1.000
2253.697	0.000	-1.000	11.000	19.000	9.000	1.000	0.000	0.000	13.305	1.000
2253.822	0.000	-1.000	4.000	9.000	4.000	0.000	0.000	0.000	5.863	1.000
2253.936	0.000	-1.000	2.000	5.000	2.000	-1.000	-1.000	0.000	3.134	1.000
2254.059	0.000	-1.000	1.000	4.000	2.000	-1.000	-1.000	0.000	2.420	0.000
2254.180	0.000	-1.000	0.000	3.000	1.000	-1.000	-1.000	0.000	1.460	0.000
2254.297	0.000	-1.000	0.000	2.000	1.000	-1.000	-1.000	0.000	1.055	0.000
2254.416	0.000	-1.000	0.000	1.000	1.000	-1.000	-1.000	0.000	0.650	0.000
2254.540	0.000	-1.000	-1.000	1.000	1.000	0.000	-1.000	1.000	0.341	0.000
2254.657	0.000	-1.000	-1.000	1.000	0.000	0.000	0.000	1.000	0.095	0.000
2254.778	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2254.895	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2255.017	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2255.196	0.000	-1.000	-1.000	0.000	0.000	0.000	0.000	1.000	-0.310	0.000
2255.315	0.000	-1.000	-1.000	0.000	0.000	0.000	-1.000	1.000	-0.310	0.000
2255.434	0.000	-1.000	-1.000	0.000	0.000	-1.000	-1.000	0.000	-0.310	0.000
2255.562	0.000	-1.000	-1.000	0.000	-1.000	-1.000	-1.000	0.000	-0.555	0.000
2255.676	0.000	-1.000	-1.000	0.000	0.000	-1.000	-1.000	0.000	-0.310	0.000
2255.796	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	0.000	0.000	0.000
2255.913	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	0.000	0.714	0.000
2256.037	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2256.156	0.000	-1.000	1.000	1.000	1.000	0.000	0.000	1.000	0.960	0.000
2256.273	0.000	-1.000	2.000	2.000	1.000	1.000	0.000	1.000	1.674	0.000
2256.395	0.000	-1.000	3.000	2.000	1.000	1.000	0.000	1.000	1.984	0.000
2256.517	0.000	-1.000	3.000	2.000	1.000	1.000	0.000	2.000	1.984	0.000
2256.636	0.000	-1.000	2.000	2.000	1.000	1.000	0.000	2.000	1.674	0.000
2256.759	0.000	-1.000	1.000	1.000	1.000	1.000	0.000	2.000	0.960	0.000
2256.999	0.000	-1.000	1.000	1.000	1.000	1.000	0.000	1.000	0.960	0.000
2257.115	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2257.236	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2257.419	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2257.535	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2257.661	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2257.782	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2257.893	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2258.020	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2258.140	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2258.259	0.000	-1.000	1.000	1.000	0.000	0.000	-1.000	1.000	0.714	0.000
2258.379	0.000	-1.000	1.000	0.000	0.000	0.000	-1.000	1.000	0.310	0.000
